kelas;Hari;Jam;prof;Mata Kuliah;SKS;JPM;Dosen;Ruang
ABT-2MSU;Selasa;14.10 - 15.00;2;Pendidikan Kewarganegaraan;2;4;Erlyn Rosalina, S.Hum., M.Pd;308
ABT-4MSU;Selasa;14.10 - 15.00;4;Manajemen Distribusi dan Delivery;3;6;Yanita Ella N.C, S.A.B., M.Si;online
ABT-6MSU;Selasa;15.15 - 16.05;6;Manajemen Asuransi Transportasi;2;4;Yanita Ella N.C, S.A.B., M.Si;online
ABT-6MSU;Selasa;16.05 - 16.55;6;Manajemen Asuransi Transportasi;2;4;Yanita Ella N.C, S.A.B., M.Si;online
ABT-2MSU;Rabu;07.30 - 08.20;2;English For Business;2;4;Dr. Nidia Sofa, S.Pd.I, M.Pd;207
ABT-2MSU;Rabu;08.20 - 09.10;2;English For Business;2;4;Dr. Nidia Sofa, S.Pd.I, M.Pd;207
ABT-2MSU;Rabu;09.10 - 10.00;2;Pengantar Manajemen;2;4;Dr. Wahyudi Utomo, S.Sos, M.Si;207
ABT-4MSU;Rabu;09.10 - 10.00;4;manajemen pengadaan barang dan jasa;3;6;Dr. Syamsu Rizal, SE, MM;308
ABT-6MSU;Rabu;09.10 - 10.00;6;Metodologi Penelitian Bisnis Terapan;3;6;Imas Chandra Pratiwi , M.S.M;202
ABT-2MSU;Rabu;10.00 - 10.50;2;Pengantar Manajemen;2;4;Dr. Wahyudi Utomo, S.Sos, M.Si;207
ABT-4MSU;Rabu;10.00 - 10.50;4;manajemen pengadaan barang dan jasa;3;6;Dr. Syamsu Rizal, SE, MM;308
ABT-6MSU;Rabu;10.00 - 10.50;6;Metodologi Penelitian Bisnis Terapan;3;6;Imas Chandra Pratiwi , M.S.M;202
ABT-2MSU;Rabu;10.50 - 11.40;2;Komunikasi Bisnis;2;4;Titik Purwinarti, S.Sos, M.Pd;207
ABT-4MSU;Rabu;10.50 - 11.40;4;manajemen pengadaan barang dan jasa;3;6;Dr. Syamsu Rizal, SE, MM;308
ABT-6MSU;Rabu;10.50 - 11.40;6;Metodologi Penelitian Bisnis Terapan;3;6;Imas Chandra Pratiwi , M.S.M;202
ABT-2MSU;Rabu;12.30 - 13.20;2;Komunikasi Bisnis;2;4;Titik Purwinarti, S.Sos, M.Pd;207
ABT-4MSU;Rabu;12.30 - 13.20;4;manajemen pengadaan barang dan jasa;3;6;Dr. Syamsu Rizal, SE, MM;308
ABT-6MSU;Rabu;12.30 - 13.20;6;Metodologi Penelitian Bisnis Terapan;3;6;Imas Chandra Pratiwi , M.S.M;202
ABT-2MSU;Rabu;13.20 - 14.10;2;Pengantar Ilmu Ekonomi;2;4;Adilah Permananingrum, S.E., M.Sc.;207
ABT-4MSU;Rabu;13.20 - 14.10;4;Manajemen Distribusi dan Delivery;3;6;Yanita Ella N.C, S.A.B., M.Si;308
ABT-6MSU;Rabu;13.20 - 14.10;6;E- Logistics;2;4;Haris Satria Putra , M.M.S.I.;online
ABT-2MSU;Rabu;14.10 - 15.00;2;Pengantar Ilmu Ekonomi;2;4;Adilah Permananingrum, S.E., M.Sc.;207
ABT-4MSU;Rabu;14.10 - 15.00;4;Manajemen Distribusi dan Delivery;3;6;Yanita Ella N.C, S.A.B., M.Si;308
ABT-6MSU;Rabu;14.10 - 15.00;6;E- Logistics;2;4;Haris Satria Putra , M.M.S.I.;online
ABT-4MSU;Rabu;15.15 - 16.05;4;Manajemen Resiko;2;4;Imas Chandra Pratiwi , M.S.M;308
ABT-6MSU;Rabu;15.15 - 16.05;6;Statistik Bisnis;3;6;Yoshua Ardy Putra , S.Si., M.T.;online
ABT-4MSU;Rabu;16.05 - 16.55;4;Manajemen Resiko;2;4;Imas Chandra Pratiwi , M.S.M;308
ABT-6MSU;Rabu;16.05 - 16.55;6;Statistik Bisnis;3;6;Yoshua Ardy Putra , S.Si., M.T.;online
ABT-2MSU;Kamis;07.30 - 08.20;2;Komunikasi Bisnis;2;4;Titik Purwinarti, S.Sos, M.Pd;308
ABT-4MSU;Kamis;07.30 - 08.20;4;manajemen pengadaan barang dan jasa;3;6;Dr. Syamsu Rizal, SE, MM;online
ABT-6MSU;Kamis;07.30 - 08.20;6;Manajemen Inventory;2;4;Nuria Puspitasari, SE., M.EC., Dev;online
ABT-2MSU;Kamis;08.20 - 09.10;2;Komunikasi Bisnis;2;4;Titik Purwinarti, S.Sos, M.Pd;308
ABT-4MSU;Kamis;08.20 - 09.10;4;manajemen pengadaan barang dan jasa;3;6;Dr. Syamsu Rizal, SE, MM;online
ABT-6MSU;Kamis;08.20 - 09.10;6;Manajemen Inventory;2;4;Nuria Puspitasari, SE., M.EC., Dev;online
ABT-2MSU;Kamis;09.10 - 10.00;2;Pemasaran dan Pelayanan Pelanggan;2;4;Dr. Dra. Iis Mariam, M.Si;308
ABT-4MSU;Kamis;09.10 - 10.00;4;Perencanaan dan pengendalian logistik;2;4;Arizal Putra Pratama,B.O.M.,M.A.B;online
ABT-6MSU;Kamis;09.10 - 10.00;6;Etika Bisnis dan Profesi;2;4;Titik Purwinarti, S.Sos, M.Pd;online
ABT-2MSU;Kamis;10.00 - 10.50;2;Pemasaran dan Pelayanan Pelanggan;2;4;Dr. Dra. Iis Mariam, M.Si;308
ABT-4MSU;Kamis;10.00 - 10.50;4;Perencanaan dan pengendalian logistik;2;4;Arizal Putra Pratama,B.O.M.,M.A.B;online
ABT-6MSU;Kamis;10.00 - 10.50;6;Etika Bisnis dan Profesi;2;4;Titik Purwinarti, S.Sos, M.Pd;online
ABT-2MSU;Kamis;10.50 - 11.40;2;Ilmu Administrasi Bisnis;2;4;Laras Afifah, M.M.;207
ABT-6MSU;Kamis;10.50 - 11.40;6;Manajemen Asuransi Transportasi;2;4;Yanita Ella N.C, S.A.B., M.Si;online
ABT-2MSU;Kamis;12.30 - 13.20;2;Ilmu Administrasi Bisnis;2;4;Laras Afifah, M.M.;207
ABT-6MSU;Kamis;12.30 - 13.20;6;Manajemen Asuransi Transportasi;2;4;Yanita Ella N.C, S.A.B., M.Si;online
ABT-2MSU;Kamis;13.20 - 14.10;2;English For Business;2;4;Dr. Nidia Sofa, S.Pd.I, M.Pd;207
ABT-4MSU;Kamis;13.20 - 14.10;4;Manajemen Keuangan;3;6;Ratri Kurniasari,M.Ak;308
ABT-2MSU;Kamis;14.10 - 15.00;2;English For Business;2;4;Dr. Nidia Sofa, S.Pd.I, M.Pd;207
ABT-4MSU;Kamis;14.10 - 15.00;4;Manajemen Keuangan;3;6;Ratri Kurniasari,M.Ak;308
ABT-4MSU;Kamis;15.15 - 16.05;4;Manajemen Keuangan;3;6;Ratri Kurniasari,M.Ak;308
ABT-6MSU;Kamis;15.15 - 16.05;6;E- Logistics;2;4;Haris Satria Putra , M.M.S.I.;online
ABT-4MSU;Kamis;16.05 - 16.55;4;Manajemen Keuangan;3;6;Ratri Kurniasari,M.Ak;308
ABT-6MSU;Kamis;16.05 - 16.55;6;E- Logistics;2;4;Haris Satria Putra , M.M.S.I.;online
ABT-2MSU;Jumat;07.30 - 08.20;2;Akuntansi Biaya;2;4;Arif Santoso, S.Pd., M.Ak.;207
ABT-4MSU;Jumat;07.30 - 08.20;4;Manajemen Pergudangan;3;6;Yoshua Ardy Putra , S.Si., M.T.;308
ABT-6MSU;Jumat;07.30 - 08.20;6;Freight Logistik;3;6;Irfan Rusydi Triyanto, S.T., M.T.;online
ABT-2MSU;Jumat;08.20 - 09.10;2;Akuntansi Biaya;2;4;Arif Santoso, S.Pd., M.Ak.;207
ABT-4MSU;Jumat;08.20 - 09.10;4;Manajemen Pergudangan;3;6;Yoshua Ardy Putra , S.Si., M.T.;308
ABT-6MSU;Jumat;08.20 - 09.10;6;Freight Logistik;3;6;Irfan Rusydi Triyanto, S.T., M.T.;online
ABT-2MSU;Jumat;09.10 - 10.00;2;Pendidikan Kewarganegaraan;2;4;Erlyn Rosalina, S.Hum., M.Pd;207
ABT-4MSU;Jumat;09.10 - 10.00;4;Pemasaran Digital;2;4;Haris Satria Putra , M.M.S.I.;308
ABT-2MSU;Jumat;10.00 - 10.50;2;Pendidikan Kewarganegaraan;2;4;Erlyn Rosalina, S.Hum., M.Pd;207
ABT-4MSU;Jumat;10.00 - 10.50;4;Pemasaran Digital;2;4;Haris Satria Putra , M.M.S.I.;308
ABT-4MSU;Jumat;10.50 - 11.40;4;Manajemen Resiko;2;4;Imas Chandra Pratiwi , M.S.M;308
ABT-6MSU;Jumat;10.50 - 11.40;6;Manajemen Inventory;2;4;Nuria Puspitasari, SE., M.EC., Dev;online
ABT-4MSU;Jumat;12.30 - 13.20;4;Manajemen Resiko;2;4;Imas Chandra Pratiwi , M.S.M;308
ABT-6MSU;Jumat;12.30 - 13.20;6;Manajemen Inventory;2;4;Nuria Puspitasari, SE., M.EC., Dev;online
ABT-4MSU;Jumat;13.20 - 14.10;4;Manajemen Keuangan;3;6;Ratri Kurniasari,M.Ak;308
ABT-6MSU;Jumat;13.20 - 14.10;6;Metodologi Penelitian Bisnis Terapan;3;6;Imas Chandra Pratiwi , M.S.M;online
ABT-4MSU;Jumat;14.10 - 15.00;4;Manajemen Keuangan;3;6;Ratri Kurniasari,M.Ak;308
ABT-6MSU;Jumat;14.10 - 15.00;6;Metodologi Penelitian Bisnis Terapan;3;6;Imas Chandra Pratiwi , M.S.M;online
ABT-6MSU;Jumat;15.15 - 16.05;6;Budgeting;3;6;Ratri Kurniasari,M.Ak;online
ABT-6MSU;Jumat;16.05 - 16.55;6;Budgeting;3;6;Ratri Kurniasari,M.Ak;online
ABT-2CCIT;Rabu;09.10 - 10.00;2;Basic English;2;4;Dr. Nidia Sofa, S.Pd.I, M.Pd;111
ABT-2CCIT;Rabu;10.00 - 10.50;2;Basic English;2;4;Dr. Nidia Sofa, S.Pd.I, M.Pd;111
ABT-2CCIT;Rabu;13.20 - 14.10;2;Pendidikan Agama;2;4;Riza Hadikusuma, M.Ag;111
ABT-2CCIT;Rabu;14.10 - 15.00;2;Pendidikan Agama;2;4;Riza Hadikusuma, M.Ag;111
ABT-2CCIT;Kamis;09.10 - 10.00;2;Pendidikan Agama;2;4;Riza Hadikusuma, M.Ag;111
ABT-2CCIT;Kamis;10.00 - 10.50;2;Pendidikan Agama;2;4;Riza Hadikusuma, M.Ag;111
ABT-2CCIT;Kamis;10.50 - 11.40;2;Basic English;2;4;Dr. Nidia Sofa, S.Pd.I, M.Pd;111
ABT-2CCIT;Kamis;12.30 - 13.20;2;Basic English;2;4;Dr. Nidia Sofa, S.Pd.I, M.Pd;111
AB-2A;Senin;07.30 - 08.20;2;Etika Bisnis dan Keprotokolan;2;4;Ni Made Widhi S, SE., M.M;103
AB-4A;Senin;07.30 - 08.20;4;Hubungan Masyarakat;2;4;Risya Zahrotul Firdaus, S.I.Kom., M.Si;107
AB-2A;Senin;08.20 - 09.10;2;Etika Bisnis dan Keprotokolan;2;4;Ni Made Widhi S, SE., M.M;103
AB-4A;Senin;08.20 - 09.10;4;Hubungan Masyarakat;2;4;Risya Zahrotul Firdaus, S.I.Kom., M.Si;107
AB-2A;Senin;09.10 - 10.00;2;Komunikasi Bisnis 1;2;4;Risya Zahrotul Firdaus, S.I.Kom., M.Si;302
AB-4A;Senin;09.10 - 10.00;4;Manajemen Keuangan;2;4;Friscila Purba, M.M.;online
AB-2A;Senin;10.00 - 10.50;2;Komunikasi Bisnis 1;2;4;Risya Zahrotul Firdaus, S.I.Kom., M.Si;302
AB-4A;Senin;10.00 - 10.50;4;Manajemen Keuangan;2;4;Friscila Purba, M.M.;online
AB-2A;Senin;10.50 - 11.40;2;Perbankan;2;4;Friscila Purba, M.M.;107
AB-4A;Senin;10.50 - 11.40;4;Hukum Bisnis;2;4;Dr. M.Ikhsan, M.Si;114
AB-2A;Senin;12.30 - 13.20;2;Perbankan;2;4;Friscila Purba, M.M.;107
AB-4A;Senin;12.30 - 13.20;4;Hukum Bisnis;2;4;Dr. M.Ikhsan, M.Si;114
AB-2A;Senin;13.20 - 14.10;2;Pengetikan Bisnis;2;4;Erlyn Rosalina, S.Hum., M.Pd;208
AB-4A;Senin;13.20 - 14.10;4;Bahasa Jepang;2;4;Asrie Rahmiatie, S.S., M.Hum;116
AB-2A;Senin;14.10 - 15.00;2;Pengetikan Bisnis;2;4;Erlyn Rosalina, S.Hum., M.Pd;208
AB-4A;Senin;14.10 - 15.00;4;Bahasa Jepang;2;4;Asrie Rahmiatie, S.S., M.Hum;116
AB-2A;Selasa;07.30 - 08.20;2;Aplikasi Komputer;3;6;Riskon Ginting, SE, M.Si;208
AB-4A;Selasa;07.30 - 08.20;4;Kearsipan;2;4;Endah Wartiningsih, SE, MM;108
AB-2A;Selasa;08.20 - 09.10;2;Aplikasi Komputer;3;6;Riskon Ginting, SE, M.Si;208
AB-4A;Selasa;08.20 - 09.10;4;Kearsipan;2;4;Endah Wartiningsih, SE, MM;108
AB-2A;Selasa;09.10 - 10.00;2;Aplikasi Komputer;3;6;Riskon Ginting, SE, M.Si;208
AB-4A;Selasa;09.10 - 10.00;4;Administrasi Kantor;2;4;Hana Nurdina, S.ST, MBA;108
AB-2A;Selasa;10.00 - 10.50;2;Aplikasi Komputer;3;6;Riskon Ginting, SE, M.Si;208
AB-4A;Selasa;10.00 - 10.50;4;Administrasi Kantor;2;4;Hana Nurdina, S.ST, MBA;108
AB-2A;Selasa;10.50 - 11.40;2;Bahasa Inggris 2;2;4;Drs. Anwar Mustofa, M.Hum;112
AB-4A;Selasa;10.50 - 11.40;4;Manajemen Sumber Daya Manusia;2;4;Dr. Narulita Syarweni, SE, ME;106
AB-2A;Selasa;12.30 - 13.20;2;Bahasa Inggris 2;2;4;Drs. Anwar Mustofa, M.Hum;112
AB-4A;Selasa;12.30 - 13.20;4;Manajemen Sumber Daya Manusia;2;4;Dr. Narulita Syarweni, SE, ME;106
AB-2A;Selasa;13.20 - 14.10;2;Ilmu Administrasi Bisnis;2;4;Dr. M.Ikhsan, M.Si;112
AB-4A;Selasa;13.20 - 14.10;4;Pemasaran;2;4;Taufik Akbar, SE., M.S.M;107
AB-2A;Selasa;14.10 - 15.00;2;Ilmu Administrasi Bisnis;2;4;Dr. M.Ikhsan, M.Si;112
AB-4A;Selasa;14.10 - 15.00;4;Pemasaran;2;4;Taufik Akbar, SE., M.S.M;107
AB-2A;Rabu;07.30 - 08.20;2;Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;112
AB-4A;Rabu;07.30 - 08.20;4;Manajemen Sumber Daya Manusia;2;4;Dr. Narulita Syarweni, SE, ME;online
AB-2A;Rabu;08.20 - 09.10;2;Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;112
AB-4A;Rabu;08.20 - 09.10;4;Manajemen Sumber Daya Manusia;2;4;Dr. Narulita Syarweni, SE, ME;online
AB-2A;Rabu;09.10 - 10.00;2;Etika Bisnis dan Keprotokolan;2;4;Ni Made Widhi S, SE., M.M;112
AB-4A;Rabu;09.10 - 10.00;4;Pelayanan Prima;2;4;Fachri Aditya,S.Si.,M.M;online
AB-2A;Rabu;10.00 - 10.50;2;Etika Bisnis dan Keprotokolan;2;4;Ni Made Widhi S, SE., M.M;112
AB-4A;Rabu;10.00 - 10.50;4;Pelayanan Prima;2;4;Fachri Aditya,S.Si.,M.M;online
AB-2A;Rabu;10.50 - 11.40;2;Aplikasi Komputer;3;6;Riskon Ginting, SE, M.Si;208
AB-4A;Rabu;10.50 - 11.40;4;Pemasaran;2;4;Taufik Akbar, SE., M.S.M;online
AB-2A;Rabu;12.30 - 13.20;2;Aplikasi Komputer;3;6;Riskon Ginting, SE, M.Si;208
AB-4A;Rabu;12.30 - 13.20;4;Pemasaran;2;4;Taufik Akbar, SE., M.S.M;online
AB-2A;Rabu;13.20 - 14.10;2;Kesekretariatan 1;2;4;Dr. Dra. Iis Mariam, M.Si;112
AB-4A;Rabu;13.20 - 14.10;4;Bahasa Inggris untuk Bisnis;2;4;Drs. Anwar Mustofa, M.Hum;online
AB-2A;Rabu;14.10 - 15.00;2;Kesekretariatan 1;2;4;Dr. Dra. Iis Mariam, M.Si;112
AB-4A;Rabu;14.10 - 15.00;4;Bahasa Inggris untuk Bisnis;2;4;Drs. Anwar Mustofa, M.Hum;online
AB-2A;Kamis;07.30 - 08.20;2;Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;112
AB-4A;Kamis;07.30 - 08.20;4;Bahasa Inggris untuk Bisnis;2;4;Drs. Anwar Mustofa, M.Hum;312
AB-2A;Kamis;08.20 - 09.10;2;Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;112
AB-4A;Kamis;08.20 - 09.10;4;Bahasa Inggris untuk Bisnis;2;4;Drs. Anwar Mustofa, M.Hum;312
AB-2A;Kamis;09.10 - 10.00;2;Bahasa Inggris 2;2;4;Drs. Anwar Mustofa, M.Hum;112
AB-4A;Kamis;09.10 - 10.00;4;Hubungan Masyarakat;2;4;Risya Zahrotul Firdaus, S.I.Kom., M.Si;312
AB-2A;Kamis;10.00 - 10.50;2;Bahasa Inggris 2;2;4;Drs. Anwar Mustofa, M.Hum;112
AB-4A;Kamis;10.00 - 10.50;4;Hubungan Masyarakat;2;4;Risya Zahrotul Firdaus, S.I.Kom., M.Si;312
AB-2A;Kamis;10.50 - 11.40;2;Ilmu Administrasi Bisnis;2;4;Dr. M.Ikhsan, M.Si;112
AB-4A;Kamis;10.50 - 11.40;4;Kearsipan;2;4;Endah Wartiningsih, SE, MM;312
AB-2A;Kamis;12.30 - 13.20;2;Ilmu Administrasi Bisnis;2;4;Dr. M.Ikhsan, M.Si;112
AB-4A;Kamis;12.30 - 13.20;4;Kearsipan;2;4;Endah Wartiningsih, SE, MM;312
AB-2A;Kamis;13.20 - 14.10;2;Kesekretariatan 1;2;4;Dr. Dra. Iis Mariam, M.Si;112
AB-4A;Kamis;13.20 - 14.10;4;Hukum Bisnis;2;4;Dr. M.Ikhsan, M.Si;312
AB-2A;Kamis;14.10 - 15.00;2;Kesekretariatan 1;2;4;Dr. Dra. Iis Mariam, M.Si;112
AB-4A;Kamis;14.10 - 15.00;4;Hukum Bisnis;2;4;Dr. M.Ikhsan, M.Si;312
AB-2A;Jumat;07.30 - 08.20;2;Komunikasi Bisnis 1;2;4;Risya Zahrotul Firdaus, S.I.Kom., M.Si;112
AB-4A;Jumat;07.30 - 08.20;4;Manajemen Keuangan;2;4;Friscila Purba, M.M.;312
AB-2A;Jumat;08.20 - 09.10;2;Komunikasi Bisnis 1;2;4;Risya Zahrotul Firdaus, S.I.Kom., M.Si;112
AB-4A;Jumat;08.20 - 09.10;4;Manajemen Keuangan;2;4;Friscila Purba, M.M.;312
AB-2A;Jumat;09.10 - 10.00;2;Perbankan;2;4;Friscila Purba, M.M.;112
AB-4A;Jumat;09.10 - 10.00;4;Pelayanan Prima;2;4;Fachri Aditya,S.Si.,M.M;312
AB-2A;Jumat;10.00 - 10.50;2;Perbankan;2;4;Friscila Purba, M.M.;112
AB-4A;Jumat;10.00 - 10.50;4;Pelayanan Prima;2;4;Fachri Aditya,S.Si.,M.M;312
AB-2A;Jumat;10.50 - 11.40;2;Pengetikan Bisnis;2;4;Erlyn Rosalina, S.Hum., M.Pd;208
AB-4A;Jumat;10.50 - 11.40;4;Bahasa Jepang;2;4;Asrie Rahmiatie, S.S., M.Hum;312
AB-2A;Jumat;12.30 - 13.20;2;Pengetikan Bisnis;2;4;Erlyn Rosalina, S.Hum., M.Pd;208
AB-4A;Jumat;12.30 - 13.20;4;Bahasa Jepang;2;4;Asrie Rahmiatie, S.S., M.Hum;312
AB-4A;Jumat;13.20 - 14.10;4;Administrasi Kantor;2;4;Hana Nurdina, S.ST, MBA;312
AB-4A;Jumat;14.10 - 15.00;4;Administrasi Kantor;2;4;Hana Nurdina, S.ST, MBA;312
AB-2B;Senin;07.30 - 08.20;2;Perbankan;2;4;Taufik Akbar, SE., M.S.M;304
AB-4B;Senin;07.30 - 08.20;4;Manajemen Sumber Daya Manusia;2;4;Friscila Purba, M.M.;108
AB-2B;Senin;08.20 - 09.10;2;Perbankan;2;4;Taufik Akbar, SE., M.S.M;304
AB-4B;Senin;08.20 - 09.10;4;Manajemen Sumber Daya Manusia;2;4;Friscila Purba, M.M.;108
AB-2B;Senin;09.10 - 10.00;2;Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;108
AB-4B;Senin;09.10 - 10.00;4;Bahasa Jepang;2;4;Maria Nino Istia , S.S., M.Si.;116
AB-2B;Senin;10.00 - 10.50;2;Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;108
AB-4B;Senin;10.00 - 10.50;4;Bahasa Jepang;2;4;Maria Nino Istia , S.S., M.Si.;116
AB-4B;Senin;10.50 - 11.40;4;Manajemen Keuangan;2;4;Taufik Akbar, SE., M.S.M;304
AB-2B;Senin;12.30 - 13.20;2;Aplikasi Komputer;3;6;Riskon Ginting, SE, M.Si;301
AB-4B;Senin;12.30 - 13.20;4;Manajemen Keuangan;2;4;Taufik Akbar, SE., M.S.M;304
AB-2B;Senin;13.20 - 14.10;2;Aplikasi Komputer;3;6;Riskon Ginting, SE, M.Si;301
AB-4B;Senin;13.20 - 14.10;4;Hukum Bisnis;2;4;Dr. M.Ikhsan, M.Si;117
AB-2B;Senin;14.10 - 15.00;2;Aplikasi Komputer;3;6;Riskon Ginting, SE, M.Si;301
AB-4B;Senin;14.10 - 15.00;4;Hukum Bisnis;2;4;Dr. M.Ikhsan, M.Si;117
AB-2B;Senin;15.15 - 16.05;2;Aplikasi Komputer;3;6;Riskon Ginting, SE, M.Si;301
AB-2B;Selasa;07.30 - 08.20;2;Komunikasi Bisnis 1;2;4;Dr. Narulita Syarweni, SE, ME;116
AB-4B;Selasa;07.30 - 08.20;4;Hukum Bisnis;2;4;Dr. M.Ikhsan, M.Si;306
AB-2B;Selasa;08.20 - 09.10;2;Komunikasi Bisnis 1;2;4;Dr. Narulita Syarweni, SE, ME;116
AB-4B;Selasa;08.20 - 09.10;4;Hukum Bisnis;2;4;Dr. M.Ikhsan, M.Si;306
AB-2B;Selasa;09.10 - 10.00;2;Bahasa Inggris 2;2;4;Dra. Mawarta O Sinaga, M.Si;312
AB-4B;Selasa;09.10 - 10.00;4;Kearsipan;2;4;Drs. Anwar Mustofa, M.Hum;306
AB-2B;Selasa;10.00 - 10.50;2;Bahasa Inggris 2;2;4;Dra. Mawarta O Sinaga, M.Si;312
AB-4B;Selasa;10.00 - 10.50;4;Kearsipan;2;4;Drs. Anwar Mustofa, M.Hum;306
AB-2B;Selasa;10.50 - 11.40;2;Aplikasi Komputer;3;6;Riskon Ginting, SE, M.Si;208
AB-4B;Selasa;10.50 - 11.40;4;Bahasa Inggris untuk Bisnis;2;4;Dra. Mawarta O Sinaga, M.Si;306
AB-2B;Selasa;12.30 - 13.20;2;Aplikasi Komputer;3;6;Riskon Ginting, SE, M.Si;208
AB-4B;Selasa;12.30 - 13.20;4;Bahasa Inggris untuk Bisnis;2;4;Dra. Mawarta O Sinaga, M.Si;306
AB-2B;Selasa;13.20 - 14.10;2;Kesekretariatan 1;2;4;Endah Wartiningsih, SE, MM;312
AB-4B;Selasa;13.20 - 14.10;4;Hubungan Masyarakat;2;4;Risya Zahrotul Firdaus, S.I.Kom., M.Si;117
AB-2B;Selasa;14.10 - 15.00;2;Kesekretariatan 1;2;4;Endah Wartiningsih, SE, MM;312
AB-4B;Selasa;14.10 - 15.00;4;Hubungan Masyarakat;2;4;Risya Zahrotul Firdaus, S.I.Kom., M.Si;117
AB-2B;Rabu;07.30 - 08.20;2;Perbankan;2;4;Taufik Akbar, SE., M.S.M;307
AB-4B;Rabu;07.30 - 08.20;4;Kearsipan;2;4;Drs. Anwar Mustofa, M.Hum;online
AB-2B;Rabu;08.20 - 09.10;2;Perbankan;2;4;Taufik Akbar, SE., M.S.M;307
AB-4B;Rabu;08.20 - 09.10;4;Kearsipan;2;4;Drs. Anwar Mustofa, M.Hum;online
AB-2B;Rabu;09.10 - 10.00;2;Ilmu Administrasi Bisnis;2;4;Hana Nurdina, S.ST, MBA;307
AB-4B;Rabu;09.10 - 10.00;4;Bahasa Inggris untuk Bisnis;2;4;Dra. Mawarta O Sinaga, M.Si;online
AB-2B;Rabu;10.00 - 10.50;2;Ilmu Administrasi Bisnis;2;4;Hana Nurdina, S.ST, MBA;307
AB-4B;Rabu;10.00 - 10.50;4;Bahasa Inggris untuk Bisnis;2;4;Dra. Mawarta O Sinaga, M.Si;online
AB-2B;Rabu;10.50 - 11.40;2;Etika Bisnis dan Keprotokolan;2;4;Ni Made Widhi S, SE., M.M;307
AB-4B;Rabu;10.50 - 11.40;4;Pemasaran;2;4;Fachri Aditya,S.Si.,M.M;online
AB-2B;Rabu;12.30 - 13.20;2;Etika Bisnis dan Keprotokolan;2;4;Ni Made Widhi S, SE., M.M;307
AB-4B;Rabu;12.30 - 13.20;4;Pemasaran;2;4;Fachri Aditya,S.Si.,M.M;online
AB-2B;Rabu;13.20 - 14.10;2;Pengetikan Bisnis;2;4;Laras Afifah, M.M.;208
AB-4B;Rabu;13.20 - 14.10;4;Pelayanan Prima;2;4;Hana Nurdina, S.ST, MBA;online
AB-2B;Rabu;14.10 - 15.00;2;Pengetikan Bisnis;2;4;Laras Afifah, M.M.;208
AB-4B;Rabu;14.10 - 15.00;4;Pelayanan Prima;2;4;Hana Nurdina, S.ST, MBA;online
AB-2B;Kamis;07.30 - 08.20;2;Pengetikan Bisnis;2;4;Laras Afifah, M.M.;208
AB-4B;Kamis;07.30 - 08.20;4;Pelayanan Prima;2;4;Hana Nurdina, S.ST, MBA;201
AB-2B;Kamis;08.20 - 09.10;2;Pengetikan Bisnis;2;4;Laras Afifah, M.M.;208
AB-4B;Kamis;08.20 - 09.10;4;Pelayanan Prima;2;4;Hana Nurdina, S.ST, MBA;201
AB-2B;Kamis;09.10 - 10.00;2;Bahasa Inggris 2;2;4;Dra. Mawarta O Sinaga, M.Si;307
AB-4B;Kamis;09.10 - 10.00;4;Administrasi Kantor;2;4;Laras Afifah, M.M.;310
AB-2B;Kamis;10.00 - 10.50;2;Bahasa Inggris 2;2;4;Dra. Mawarta O Sinaga, M.Si;307
AB-4B;Kamis;10.00 - 10.50;4;Administrasi Kantor;2;4;Laras Afifah, M.M.;310
AB-2B;Kamis;10.50 - 11.40;2;Komunikasi Bisnis 1;2;4;Dr. Narulita Syarweni, SE, ME;107
AB-4B;Kamis;10.50 - 11.40;4;Manajemen Keuangan;2;4;Taufik Akbar, SE., M.S.M;310
AB-2B;Kamis;12.30 - 13.20;2;Komunikasi Bisnis 1;2;4;Dr. Narulita Syarweni, SE, ME;107
AB-4B;Kamis;12.30 - 13.20;4;Manajemen Keuangan;2;4;Taufik Akbar, SE., M.S.M;310
AB-2B;Kamis;13.20 - 14.10;2;Ilmu Administrasi Bisnis;2;4;Hana Nurdina, S.ST, MBA;307
AB-4B;Kamis;13.20 - 14.10;4;Hubungan Masyarakat;2;4;Risya Zahrotul Firdaus, S.I.Kom., M.Si;310
AB-2B;Kamis;14.10 - 15.00;2;Ilmu Administrasi Bisnis;2;4;Hana Nurdina, S.ST, MBA;307
AB-4B;Kamis;14.10 - 15.00;4;Hubungan Masyarakat;2;4;Risya Zahrotul Firdaus, S.I.Kom., M.Si;310
AB-4B;Jumat;07.30 - 08.20;4;Bahasa Jepang;2;4;Maria Nino Istia , S.S., M.Si.;310
AB-4B;Jumat;08.20 - 09.10;4;Bahasa Jepang;2;4;Maria Nino Istia , S.S., M.Si.;310
AB-2B;Jumat;09.10 - 10.00;2;Kesekretariatan 1;2;4;Endah Wartiningsih, SE, MM;307
AB-4B;Jumat;09.10 - 10.00;4;Administrasi Kantor;2;4;Laras Afifah, M.M.;310
