kelas;Hari;Jam;prof;Mata Kuliah;SKS;JPM;Dosen;Ruang
BISPRO-2C;Kamis;10.00 - 10.50;2;Membaca Analitis (Dwibahasa);3;6;Dewi Kurniawati, S.S., M.Pd.;105
BISPRO-4C;Kamis;10.00 - 10.50;4;Penerjemahan Teks Bisnis Lanjutan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;online
BISPRO-2C;Kamis;10.50 - 11.40;2;Membaca Analitis (Dwibahasa);3;6;Dewi Kurniawati, S.S., M.Pd.;105
BISPRO-4C;Kamis;10.50 - 11.40;4;Penerjemahan Teks Bisnis Lanjutan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;online
BISPRO-4C;Kamis;12.30 - 13.20;4;Penerjemahan Teks Akademik;3;6;Dr. Dra. Ina Sukaesih, Dipl. TESOL, M.M., M.Hum.;online
BISPRO-4C;Kamis;13.20 - 14.10;4;Penerjemahan Teks Akademik;3;6;Dr. Dra. Ina Sukaesih, Dipl. TESOL, M.M., M.Hum.;online
BISPRO-4C;Kamis;14.10 - 15.00;4;Penerjemahan Teks Akademik;3;6;Dr. Dra. Ina Sukaesih, Dipl. TESOL, M.M., M.Hum.;online
BISPRO-2C;Kamis;15.15 - 16.05;2;Pendalaman Tata Bahasa Inggris untuk Penerjemahan;2;4;Fanny Puji Rakhmi, S.Hum. M.Hum.;105
BISPRO-2C;Kamis;16.05 - 16.55;2;Pendalaman Tata Bahasa Inggris untuk Penerjemahan;2;4;Fanny Puji Rakhmi, S.Hum. M.Hum.;105
BISPRO-2C;Jumat;07.30 - 08.20;2;Pendalaman Tata Bahasa Indonesia untuk Penerjemahan;2;4;Taufik Eryadi Abdillah, S.S., M.Hum.;105
BISPRO-4C;Jumat;07.30 - 08.20;4;Penerjemahan Teks Jurnalistik Dasar;3;6;Farizka Humolungo, S.Pd., M.A.;online
BISPRO-2C;Jumat;08.20 - 09.10;2;Pendalaman Tata Bahasa Indonesia untuk Penerjemahan;2;4;Taufik Eryadi Abdillah, S.S., M.Hum.;105
BISPRO-4C;Jumat;08.20 - 09.10;4;Penerjemahan Teks Jurnalistik Dasar;3;6;Farizka Humolungo, S.Pd., M.A.;online
BISPRO-2C;Jumat;09.10 - 10.00;2;Menulis Teks Akademik Dasar Bahasa Inggris;3;6;Septina Indrayani, S.Pd., M.TESOL.;105
BISPRO-4C;Jumat;09.10 - 10.00;4;Penerjemahan Teks Jurnalistik Dasar;3;6;Farizka Humolungo, S.Pd., M.A.;online
BISPRO-2C;Jumat;10.00 - 10.50;2;Menulis Teks Akademik Dasar Bahasa Inggris;3;6;Septina Indrayani, S.Pd., M.TESOL.;105
BISPRO-2C;Jumat;10.50 - 11.40;2;Menulis Teks Akademik Dasar Bahasa Inggris;3;6;Septina Indrayani, S.Pd., M.TESOL.;105
BISPRO-4C;Jumat;10.50 - 11.40;4;Penerjemahan Teks Dokumen Pribadi;3;6;Fanny Puji Rakhmi, S.Hum. M.Hum.;online
BISPRO-4C;Jumat;12.30 - 13.20;4;Penerjemahan Teks Dokumen Pribadi;3;6;Fanny Puji Rakhmi, S.Hum. M.Hum.;online
BISPRO-2C;Jumat;13.20 - 14.10;2;Kosakata Dwibahasa;2;4;Dr. Drs. Supriatnoko, M.Hum.;105
BISPRO-4C;Jumat;13.20 - 14.10;4;Penerjemahan Teks Dokumen Pribadi;3;6;Fanny Puji Rakhmi, S.Hum. M.Hum.;online
BISPRO-2C;Jumat;14.10 - 15.00;2;Kosakata Dwibahasa;2;4;Dr. Drs. Supriatnoko, M.Hum.;105
BISPRO-4C;Jumat;14.10 - 15.00;4;Penerjemahan Teks Akademik;3;6;Dr. Dra. Ina Sukaesih, Dipl. TESOL, M.M., M.Hum.;online
BISPRO-2C;Jumat;15.15 - 16.05;2;Menulis Teks Akademik Bahasa Indonesia;2;4;Dr. Drs. Nur Hasyim, M.Si., M.Hum.;105
BISPRO-4C;Jumat;15.15 - 16.05;4;Penerjemahan Teks Akademik;3;6;Dr. Dra. Ina Sukaesih, Dipl. TESOL, M.M., M.Hum.;online
BISPRO-2C;Jumat;16.05 - 16.55;2;Menulis Teks Akademik Bahasa Indonesia;2;4;Dr. Drs. Nur Hasyim, M.Si., M.Hum.;105
BISPRO-4C;Jumat;16.05 - 16.55;4;Penerjemahan Teks Akademik;3;6;Dr. Dra. Ina Sukaesih, Dipl. TESOL, M.M., M.Hum.;online
MICE DEMAK-2A;Senin;07.30 - 08.20;2;Manajemen Logistik MICE;2;4;Rahmi Fadhella, M.Par.;online
MICE DEMAK-4A;Senin;07.30 - 08.20;4;Self Manajemen dan Interpersonal  Skill;2;4;Karina Rizka Mentari, M.M.;B101
MICE DEMAK-6A;Senin;07.30 - 08.20;6;Penerapan Manajemen Proyek Pameran/Konvensi;4;8;Mella Narolita, S.Hum., M.A.;online
MICE DEMAK-2A;Senin;08.20 - 09.10;2;Manajemen Logistik MICE;2;4;Rahmi Fadhella, M.Par.;online
MICE DEMAK-4A;Senin;08.20 - 09.10;4;Self Manajemen dan Interpersonal  Skill;2;4;Karina Rizka Mentari, M.M.;B101
MICE DEMAK-6A;Senin;08.20 - 09.10;6;Penerapan Manajemen Proyek Pameran/Konvensi;4;8;Mella Narolita, S.Hum., M.A.;online
MICE DEMAK-2A;Senin;09.10 - 10.00;2;Praktik Perkantoran MICE;2;4;Besya Salsabilla Azani Arif, S.Stat., M.M.;B101
MICE DEMAK-4A;Senin;09.10 - 10.00;4;Manajemen Keuangan;2;4;Ifta Almazah Suhaya, S.AB., M.A;B101
MICE DEMAK-6A;Senin;09.10 - 10.00;6;Penerapan Manajemen Proyek Pameran/Konvensi;4;8;Mella Narolita, S.Hum., M.A.;online
MICE DEMAK-2A;Senin;10.00 - 10.50;2;Praktik Perkantoran MICE;2;4;Besya Salsabilla Azani Arif, S.Stat., M.M.;B101
MICE DEMAK-4A;Senin;10.00 - 10.50;4;Manajemen Keuangan;2;4;Ifta Almazah Suhaya, S.AB., M.A;B101
MICE DEMAK-6A;Senin;10.00 - 10.50;6;Penerapan Manajemen Proyek Pameran/Konvensi;4;8;Mella Narolita, S.Hum., M.A.;online
MICE DEMAK-2A;Senin;10.50 - 11.40;2;Dasar-dasar Akuntansi;2;4;Ifta Almazah Suhaya, S.AB., M.A;B101
MICE DEMAK-4A;Senin;10.50 - 11.40;4;Desain Grafis;2;4;Mulyono, M.Kom.;B101
MICE DEMAK-6A;Senin;10.50 - 11.40;6;Manajemen Sumber Daya Manusia;2;4;Karina Rizka Mentari, M.M.;online
MICE DEMAK-2A;Senin;12.30 - 13.20;2;Dasar-dasar Akuntansi;2;4;Ifta Almazah Suhaya, S.AB., M.A;B101
MICE DEMAK-4A;Senin;12.30 - 13.20;4;Desain Grafis;2;4;Mulyono, M.Kom.;B101
MICE DEMAK-6A;Senin;12.30 - 13.20;6;Manajemen Sumber Daya Manusia;2;4;Karina Rizka Mentari, M.M.;online
MICE DEMAK-2A;Senin;13.20 - 14.10;2;Pendidikan Kewarganegaraan;2;4;Hamsar Suci Amalia, S.H., M.H.;B101
MICE DEMAK-4A;Senin;13.20 - 14.10;4;Bahasa Mandarin 1;2;4;Adilla Achmad Syahputri, S.Pd., M.Li.;B101
MICE DEMAK-6A;Senin;13.20 - 14.10;6;Pengelolaan Lokasi Penyelenggaraan Pameran/Konvensi;4;8;Ifta Almazah Suhaya, S.AB., M.A;online
MICE DEMAK-6A;Senin;13.20 - 14.10;6;Manajemen Sumber Daya Manusia;2;4;Karina Rizka Mentari, M.M.;online
MICE DEMAK-2A;Senin;14.10 - 15.00;2;Pendidikan Kewarganegaraan;2;4;Hamsar Suci Amalia, S.H., M.H.;B101
MICE DEMAK-4A;Senin;14.10 - 15.00;4;Bahasa Mandarin 1;2;4;Adilla Achmad Syahputri, S.Pd., M.Li.;B101
MICE DEMAK-6A;Senin;14.10 - 15.00;6;Pengelolaan Lokasi Penyelenggaraan Pameran/Konvensi;4;8;Ifta Almazah Suhaya, S.AB., M.A;online
MICE DEMAK-6A;Senin;14.10 - 15.00;6;Manajemen Sumber Daya Manusia;2;4;Karina Rizka Mentari, M.M.;online
MICE DEMAK-6A;Senin;15.15 - 16.05;6;Pengelolaan Lokasi Penyelenggaraan Pameran/Konvensi;4;8;Ifta Almazah Suhaya, S.AB., M.A;online
MICE DEMAK-6A;Senin;16.05 - 16.55;6;Pengelolaan Lokasi Penyelenggaraan Pameran/Konvensi;4;8;Ifta Almazah Suhaya, S.AB., M.A;online
MICE DEMAK-2A;Selasa;07.30 - 08.20;2;Keprotokolan;2;4;Rahmi Fadhella, M.Par.;B101
MICE DEMAK-4A;Selasa;07.30 - 08.20;4;Public Relation;2;4;Karina Rizka Mentari, M.M.;online
MICE DEMAK-6A;Selasa;07.30 - 08.20;6;Kewirausahaan;2;4;Ifta Almazah Suhaya, S.AB., M.A;online
MICE DEMAK-2A;Selasa;08.20 - 09.10;2;Keprotokolan;2;4;Rahmi Fadhella, M.Par.;B101
MICE DEMAK-4A;Selasa;08.20 - 09.10;4;Public Relation;2;4;Karina Rizka Mentari, M.M.;online
MICE DEMAK-6A;Selasa;08.20 - 09.10;6;Kewirausahaan;2;4;Ifta Almazah Suhaya, S.AB., M.A;online
MICE DEMAK-2A;Selasa;09.10 - 10.00;2;Geografi Destinasi Pariwisata;2;4;Aulia Restu Ariyanto Putri, M.Par.;B101
MICE DEMAK-4A;Selasa;09.10 - 10.00;4;Bahasa Inggris 4;2;4;Mella Narolita, S.Hum., M.A.;online
MICE DEMAK-6A;Selasa;09.10 - 10.00;6;Pengelolaan Acara dalam Pameran/Konvensi;2;4;Karina Rizka Mentari, M.M.;online
MICE DEMAK-6A;Selasa;09.10 - 10.00;6;Kewirausahaan;2;4;Ifta Almazah Suhaya, S.AB., M.A;online
MICE DEMAK-2A;Selasa;10.00 - 10.50;2;Geografi Destinasi Pariwisata;2;4;Aulia Restu Ariyanto Putri, M.Par.;B101
MICE DEMAK-4A;Selasa;10.00 - 10.50;4;Bahasa Inggris 4;2;4;Mella Narolita, S.Hum., M.A.;online
MICE DEMAK-6A;Selasa;10.00 - 10.50;6;Pengelolaan Acara dalam Pameran/Konvensi;2;4;Karina Rizka Mentari, M.M.;online
MICE DEMAK-6A;Selasa;10.00 - 10.50;6;Kewirausahaan;2;4;Ifta Almazah Suhaya, S.AB., M.A;online
MICE DEMAK-2A;Selasa;10.50 - 11.40;2;Bahasa Inggris 2;2;4;Mella Narolita, S.Hum., M.A.;B101
MICE DEMAK-4A;Selasa;10.50 - 11.40;4;CIQ (Custom Immigration Quarantine);2;4;Rahmi Fadhella, M.Par./Besya Salsabilla Azani Arif, S.Stat., M.M.;online
MICE DEMAK-6A;Selasa;10.50 - 11.40;6;Manajemen Strategik;2;4;Besya Salsabilla Azani Arif, S.Stat., M.M.;online
MICE DEMAK-2A;Selasa;12.30 - 13.20;2;Bahasa Inggris 2;2;4;Mella Narolita, S.Hum., M.A.;B101
MICE DEMAK-4A;Selasa;12.30 - 13.20;4;CIQ (Custom Immigration Quarantine);2;4;Rahmi Fadhella, M.Par./Besya Salsabilla Azani Arif, S.Stat., M.M.;online
MICE DEMAK-6A;Selasa;12.30 - 13.20;6;Manajemen Strategik;2;4;Besya Salsabilla Azani Arif, S.Stat., M.M.;online
MICE DEMAK-2A;Selasa;13.20 - 14.10;2;Pengantar Marketing;2;4;Karina Rizka Mentari, M.M.;B101
MICE DEMAK-4A;Selasa;13.20 - 14.10;4;Perencanaan Incentive Travel;2;4;Aulia Restu Ariyanto Putri, M.Par.;online
MICE DEMAK-6A;Selasa;13.20 - 14.10;6;Manajemen Strategik;2;4;Besya Salsabilla Azani Arif, S.Stat., M.M.;online
MICE DEMAK-2A;Selasa;14.10 - 15.00;2;Pengantar Marketing;2;4;Karina Rizka Mentari, M.M.;B101
MICE DEMAK-4A;Selasa;14.10 - 15.00;4;Perencanaan Incentive Travel;2;4;Aulia Restu Ariyanto Putri, M.Par.;online
MICE DEMAK-6A;Selasa;14.10 - 15.00;6;Manajemen Strategik;2;4;Besya Salsabilla Azani Arif, S.Stat., M.M.;online
MICE DEMAK-6A;Selasa;15.15 - 16.05;6;Pengelolaan Acara dalam Pameran/Konvensi;2;4;Karina Rizka Mentari, M.M.;online
MICE DEMAK-6A;Selasa;16.05 - 16.55;6;Pengelolaan Acara dalam Pameran/Konvensi;2;4;Karina Rizka Mentari, M.M.;online
MICE DEMAK-2A;Rabu;07.30 - 08.20;2;Manajemen Logistik MICE;2;4;Rahmi Fadhella, M.Par.;online
MICE DEMAK-4A;Rabu;07.30 - 08.20;4;Manajemen Keuangan;2;4;Ifta Almazah Suhaya, S.AB., M.A;online
MICE DEMAK-6A;Rabu;07.30 - 08.20;6;Penyelenggaraan Konvensi (MBKM);2;4;Aulia Restu Ariyanto Putri, M.Par.;online
MICE DEMAK-2A;Rabu;08.20 - 09.10;2;Manajemen Logistik MICE;2;4;Rahmi Fadhella, M.Par.;online
MICE DEMAK-4A;Rabu;08.20 - 09.10;4;Manajemen Keuangan;2;4;Ifta Almazah Suhaya, S.AB., M.A;online
MICE DEMAK-6A;Rabu;08.20 - 09.10;6;Penyelenggaraan Konvensi (MBKM);2;4;Aulia Restu Ariyanto Putri, M.Par.;online
MICE DEMAK-2A;Rabu;09.10 - 10.00;2;Pendidikan Kewarganegaraan;2;4;Hamsar Suci Amalia, S.H., M.H.;online
MICE DEMAK-4A;Rabu;09.10 - 10.00;4;CIQ (Custom Immigration Quarantine);2;4;Rahmi Fadhella, M.Par./Besya Salsabilla Azani Arif, S.Stat., M.M.;online
MICE DEMAK-6A;Rabu;09.10 - 10.00;6;Penyelenggaraan Konvensi (MBKM);2;4;Aulia Restu Ariyanto Putri, M.Par.;online
MICE DEMAK-6A;Rabu;09.10 - 10.00;6;Manajemen Strategik;2;4;Besya Salsabilla Azani Arif, S.Stat., M.M.;online
MICE DEMAK-2A;Rabu;10.00 - 10.50;2;Pendidikan Kewarganegaraan;2;4;Hamsar Suci Amalia, S.H., M.H.;online
MICE DEMAK-4A;Rabu;10.00 - 10.50;4;CIQ (Custom Immigration Quarantine);2;4;Rahmi Fadhella, M.Par./Besya Salsabilla Azani Arif, S.Stat., M.M.;online
MICE DEMAK-6A;Rabu;10.00 - 10.50;6;Penyelenggaraan Konvensi (MBKM);2;4;Aulia Restu Ariyanto Putri, M.Par.;online
MICE DEMAK-6A;Rabu;10.00 - 10.50;6;Manajemen Strategik;2;4;Besya Salsabilla Azani Arif, S.Stat., M.M.;online
MICE DEMAK-2A;Rabu;10.50 - 11.40;2;Dasar-dasar Akuntansi;2;4;Ifta Almazah Suhaya, S.AB., M.A;online
MICE DEMAK-4A;Rabu;10.50 - 11.40;4;Bahasa Mandarin 1;2;4;Adilla Achmad Syahputri, S.Pd., M.Li.;online
MICE DEMAK-6A;Rabu;10.50 - 11.40;6;Penyelenggaraan Pameran (MKBM);2;4;Mulyono, M.Kom.;online
MICE DEMAK-6A;Rabu;10.50 - 11.40;6;Manajemen Strategik;2;4;Besya Salsabilla Azani Arif, S.Stat., M.M.;online
MICE DEMAK-2A;Rabu;12.30 - 13.20;2;Dasar-dasar Akuntansi;2;4;Ifta Almazah Suhaya, S.AB., M.A;online
MICE DEMAK-4A;Rabu;12.30 - 13.20;4;Bahasa Mandarin 1;2;4;Adilla Achmad Syahputri, S.Pd., M.Li.;online
MICE DEMAK-6A;Rabu;12.30 - 13.20;6;Penyelenggaraan Pameran (MKBM);2;4;Mulyono, M.Kom.;online
MICE DEMAK-6A;Rabu;12.30 - 13.20;6;Manajemen Strategik;2;4;Besya Salsabilla Azani Arif, S.Stat., M.M.;online
MICE DEMAK-2A;Rabu;13.20 - 14.10;2;Bahasa Inggris 2;2;4;Mella Narolita, S.Hum., M.A.;online
MICE DEMAK-4A;Rabu;13.20 - 14.10;4;Public Relation;2;4;Rahmi Fadhella, M.Par.;online
MICE DEMAK-6A;Rabu;13.20 - 14.10;6;Penyelenggaraan Pameran (MKBM);2;4;Mulyono, M.Kom.;online
MICE DEMAK-6A;Rabu;13.20 - 14.10;6;Kewirausahaan;2;4;Ifta Almazah Suhaya, S.AB., M.A;online
MICE DEMAK-2A;Rabu;14.10 - 15.00;2;Bahasa Inggris 2;2;4;Mella Narolita, S.Hum., M.A.;online
MICE DEMAK-4A;Rabu;14.10 - 15.00;4;Public Relation;2;4;Rahmi Fadhella, M.Par.;online
MICE DEMAK-6A;Rabu;14.10 - 15.00;6;Penyelenggaraan Pameran (MKBM);2;4;Mulyono, M.Kom.;online
MICE DEMAK-6A;Rabu;14.10 - 15.00;6;Kewirausahaan;2;4;Ifta Almazah Suhaya, S.AB., M.A;online
MICE DEMAK-6A;Rabu;15.15 - 16.05;6;Kewirausahaan;2;4;Ifta Almazah Suhaya, S.AB., M.A;online
MICE DEMAK-6A;Rabu;16.05 - 16.55;6;Kewirausahaan;2;4;Ifta Almazah Suhaya, S.AB., M.A;online
MICE DEMAK-2A;Kamis;07.30 - 08.20;2;Registrasi;2;4;Rahmi Fadhella, M.Par./Karina Rizka Mentari, M.M.;online
MICE DEMAK-4A;Kamis;07.30 - 08.20;4;Bahasa Jepang;2;4;Maria Nino Istia , S.S., M.Si.;online
MICE DEMAK-6A;Kamis;07.30 - 08.20;6;Pengelolaan Produksi Pameran/Konvensi;2;4;Rahmi Fadhella, M.Par.;online
MICE DEMAK-2A;Kamis;08.20 - 09.10;2;Registrasi;2;4;Rahmi Fadhella, M.Par./Karina Rizka Mentari, M.M.;online
MICE DEMAK-4A;Kamis;08.20 - 09.10;4;Bahasa Jepang;2;4;Maria Nino Istia , S.S., M.Si.;online
MICE DEMAK-6A;Kamis;08.20 - 09.10;6;Pengelolaan Produksi Pameran/Konvensi;2;4;Rahmi Fadhella, M.Par.;online
MICE DEMAK-2A;Kamis;09.10 - 10.00;2;Pengantar Marketing;2;4;Karina Rizka Mentari, M.M.;online
MICE DEMAK-4A;Kamis;09.10 - 10.00;4;Bahasa Jepang;2;4;Maria Nino Istia , S.S., M.Si.;online
MICE DEMAK-6A;Kamis;09.10 - 10.00;6;Pengelolaan Produksi Pameran/Konvensi;2;4;Rahmi Fadhella, M.Par.;online
MICE DEMAK-2A;Kamis;10.00 - 10.50;2;Pengantar Marketing;2;4;Karina Rizka Mentari, M.M.;online
MICE DEMAK-4A;Kamis;10.00 - 10.50;4;Bahasa Jepang;2;4;Maria Nino Istia , S.S., M.Si.;online
MICE DEMAK-6A;Kamis;10.00 - 10.50;6;Pengelolaan Produksi Pameran/Konvensi;2;4;Rahmi Fadhella, M.Par.;online
MICE DEMAK-2A;Kamis;10.50 - 11.40;2;Etika Profesi dan Bisnis;2;4;Ifta Almazah Suhaya, S.AB., M.A/Besya Salsabilla Azani Arif, S.Stat., M.M.;online
MICE DEMAK-4A;Kamis;10.50 - 11.40;4;Perencanaan Incentive Travel;2;4;Aulia Restu Ariyanto Putri, M.Par.;online
MICE DEMAK-6A;Kamis;10.50 - 11.40;6;Pengelolaan Kesekretariatan Pameran/Konvensi;2;4;Mella Narolita, S.Hum., M.A.;online
MICE DEMAK-2A;Kamis;12.30 - 13.20;2;Etika Profesi dan Bisnis;2;4;Ifta Almazah Suhaya, S.AB., M.A/Besya Salsabilla Azani Arif, S.Stat., M.M.;online
MICE DEMAK-4A;Kamis;12.30 - 13.20;4;Perencanaan Incentive Travel;2;4;Aulia Restu Ariyanto Putri, M.Par.;online
MICE DEMAK-6A;Kamis;12.30 - 13.20;6;Pengelolaan Kesekretariatan Pameran/Konvensi;2;4;Mella Narolita, S.Hum., M.A.;online
MICE DEMAK-2A;Kamis;13.20 - 14.10;2;Geografi Destinasi Pariwisata;2;4;Aulia Restu Ariyanto Putri, M.Par.;online
MICE DEMAK-4A;Kamis;13.20 - 14.10;4;Pemprograman Web Dinamis;2;4;Mulyono, M.Kom.;online
MICE DEMAK-6A;Kamis;13.20 - 14.10;6;Pengelolaan Kesekretariatan Pameran/Konvensi;2;4;Mella Narolita, S.Hum., M.A.;online
MICE DEMAK-2A;Kamis;14.10 - 15.00;2;Geografi Destinasi Pariwisata;2;4;Aulia Restu Ariyanto Putri, M.Par.;online
MICE DEMAK-4A;Kamis;14.10 - 15.00;4;Pemprograman Web Dinamis;2;4;Mulyono, M.Kom.;online
MICE DEMAK-6A;Kamis;14.10 - 15.00;6;Pengelolaan Kesekretariatan Pameran/Konvensi;2;4;Mella Narolita, S.Hum., M.A.;online
MICE DEMAK-2A;Jumat;07.30 - 08.20;2;Etika Profesi dan Bisnis;2;4;Ifta Almazah Suhaya, S.AB., M.A/Besya Salsabilla Azani Arif, S.Stat., M.M.;online
MICE DEMAK-4A;Jumat;07.30 - 08.20;4;Bahasa Inggris;2;4;Mella Narolita, S.Hum., M.A.;online
MICE DEMAK-2A;Jumat;08.20 - 09.10;2;Etika Profesi dan Bisnis;2;4;Ifta Almazah Suhaya, S.AB., M.A/Besya Salsabilla Azani Arif, S.Stat., M.M.;online
MICE DEMAK-4A;Jumat;08.20 - 09.10;4;Bahasa Inggris;2;4;Mella Narolita, S.Hum., M.A.;online
MICE DEMAK-2A;Jumat;09.10 - 10.00;2;Praktik Perkantoran MICE;2;4;Besya Salsabilla Azani Arif, S.Stat., M.M.;online
MICE DEMAK-4A;Jumat;09.10 - 10.00;4;Self Manajemen dan Interpersonal  Skill;2;4;Karina Rizka Mentari, M.M.;online
MICE DEMAK-2A;Jumat;10.00 - 10.50;2;Praktik Perkantoran MICE;2;4;Besya Salsabilla Azani Arif, S.Stat., M.M.;online
MICE DEMAK-4A;Jumat;10.00 - 10.50;4;Self Manajemen dan Interpersonal  Skill;2;4;Karina Rizka Mentari, M.M.;online
MICE DEMAK-4A;Jumat;10.50 - 11.40;4;Desain Grafis;2;4;Mulyono, M.Kom.;online
MICE DEMAK-2A;Jumat;12.30 - 13.20;2;Keprotokolan;2;4;Rahmi Fadhella, M.Par.;online
MICE DEMAK-4A;Jumat;12.30 - 13.20;4;Desain Grafis;2;4;Mulyono, M.Kom.;online
MICE DEMAK-2A;Jumat;13.20 - 14.10;2;Keprotokolan;2;4;Rahmi Fadhella, M.Par.;online
MICE DEMAK-4A;Jumat;13.20 - 14.10;4;Pemprograman Web Dinamis;2;4;Mulyono, M.Kom.;online
MICE DEMAK-6A;Jumat;13.20 - 14.10;6;Pengelolaan Pemasaran Pameran/Konvensi;2;4;Besya Salsabilla Azani Arif, S.Stat., M.M.;online
MICE DEMAK-2A;Jumat;14.10 - 15.00;2;Registrasi;2;4;Rahmi Fadhella, M.Par./Karina Rizka Mentari, M.M.;online
MICE DEMAK-4A;Jumat;14.10 - 15.00;4;Pemprograman Web Dinamis;2;4;Mulyono, M.Kom.;online
MICE DEMAK-6A;Jumat;14.10 - 15.00;6;Pengelolaan Pemasaran Pameran/Konvensi;2;4;Besya Salsabilla Azani Arif, S.Stat., M.M.;online
MICE DEMAK-2A;Jumat;15.15 - 16.05;2;Registrasi;2;4;Rahmi Fadhella, M.Par./Karina Rizka Mentari, M.M.;online
MICE DEMAK-6A;Jumat;15.15 - 16.05;6;Pengelolaan Pemasaran Pameran/Konvensi;2;4;Besya Salsabilla Azani Arif, S.Stat., M.M.;online
MICE DEMAK-6A;Jumat;16.05 - 16.55;6;Pengelolaan Pemasaran Pameran/Konvensi;2;4;Besya Salsabilla Azani Arif, S.Stat., M.M.;online
